launch_code,report_html,created_at,total_sales,total_revenue,fb_spend,yt_spend,ri_sales,ri_revenue,ri_buyers_with_utm,ri_buyers_without_utm,roas
PBB-FEV-26,outputs/reports/ANALISE_ATRIBUICAO_UTM_[PBB-FEV-26].html,2026-05-28 19:33:19,575,918240.97,107426.38999999982,203829.77999999997,208,30876.09,164,44,2.9501133102036197
PBB-FEV-26,outputs/reports/ANALISE_ATRIBUICAO_UTM_[PBB-FEV-26].html,2026-05-28 19:26:09,575,918240.97,107426.38999999982,203829.77999999997,208,30876.09,164,44,2.9501133102036197
PBB-FEV-26,,2026-05-28 19:22:33,575,918240.97,107426.38999999982,203829.77999999997,208,30876.09,164,44,2.9501133102036197
PBB-FEV-26,,2026-05-28 19:21:47,575,918240.97,107426.38999999982,203829.77999999997,208,30876.09,164,44,2.9501133102036197
