video_id,titulo,status,timestamp
w4BaYfvBVxE,Estratégia de revisar para não esquecer o que estudou #concursos,DRY_RUN,2026-06-12T17:00:17.062112+00:00
eJU4_iqkO-Q,Essa mudança pode te APROVAR no seu PRÓXIMO CONCURSO PÚBLICO!,DRY_RUN,2026-06-12T17:00:17.655261+00:00
O_9HwRG6-sY,🇧🇷Banco do Brasil: Concurso ainda em 2026! #concurso #concursopublico,DRY_RUN,2026-06-12T17:00:18.246004+00:00
8yeAaTjD6Hw,Descubra a Fórmula Secreta de Estudo 70/30 #shorts,DRY_RUN,2026-06-12T17:00:18.827312+00:00
3E4bMsuouGk,Como MAPEAR A Banca do Seu Concurso e ACERTAR MAIS QUESTÕES,DRY_RUN,2026-06-12T17:00:19.421451+00:00
OnuWkLtqWok,Como GABARITAR direito CONSTITUCIONAL no TJSP,DRY_RUN,2026-06-12T17:00:20.019328+00:00
mJkcv_s4ev8,POR QUE O TJSP CHAMA TANTAS PESSOAS? 🤔,DRY_RUN,2026-06-12T17:00:20.618467+00:00
VOhv8xkuGSA,Mudei ISSO e Fui APROVADO DUAS VEZES no TJSP!,DRY_RUN,2026-06-12T17:00:21.219590+00:00
12deDoWwjKw,Edital Saindo Logo: Escolha de Banca em Andamento! #shorts,DRY_RUN,2026-06-12T17:00:21.804647+00:00
q0y8uSX0A-s,Detectando Armadilhas em Questões de Múltipla Escolha #shorts,DRY_RUN,2026-06-12T17:00:22.402398+00:00
9R_uDKSTuUg,Concurso Banco do Brasil: Até Quanto Você Pode Receber? (Salário Escriturário),DRY_RUN,2026-06-12T17:00:22.994269+00:00
ef_gHEe6pXI,COMO ESTUDAR TODOS OS DIAS (SEM DESISTIR NO MEIO),DRY_RUN,2026-06-12T17:00:23.581092+00:00
viUgtlubxyc,Como Estudar TODOS os Dias Sem Falhar (e achar bom),DRY_RUN,2026-06-12T17:00:24.170328+00:00
OagevxOD0_Y,É melhor fazer FACULDADE ou prestar um Concurso de Nível Médio?,DRY_RUN,2026-06-12T17:00:24.772746+00:00
1rP0CJt5ZKk,Como Estudei 8 Matérias para o Banco do Brasil #shorts,DRY_RUN,2026-06-12T17:00:25.370220+00:00
ZA58jjnyi-U,Estude com Dificuldade para Concursos #shorts,DRY_RUN,2026-06-12T17:00:25.967835+00:00
4nt1H_o5uDo,Concursos Públicos: 7 coisas que você precisa saber antes de começar a estudar,DRY_RUN,2026-06-12T17:00:26.557954+00:00
j2n1RbD2afg,Concurso Banco do Brasil: É possível ser aprovado começando agora?,DRY_RUN,2026-06-12T17:00:27.144412+00:00
ejyySMcXePQ,Suas Metas de Estudo para Concursos estão te ATRAPALHANDO!,DRY_RUN,2026-06-12T17:00:27.741471+00:00
gFlIJuiAzOs,Como estudar PORTUGUÊS para CONCURSOS PÚBLICOS [Aprovado em 3 Concursos],DRY_RUN,2026-06-12T17:00:28.332552+00:00
n8ksiPc9jMU,A Técnica FÁCIL de Revisão que me APROVOU em 3 Concursos (com 90% de acerto),DRY_RUN,2026-06-12T17:00:28.923013+00:00
iCiWlgwW7d0,TJSP: Qual Cidade Escolher? (Não escolha antes de ver),DRY_RUN,2026-06-12T17:00:29.506904+00:00
9QKlm7GLYDg,A rotina que induz CONCENTRAÇÃO nos ESTUDOS,DRY_RUN,2026-06-12T17:00:30.118417+00:00
ow3GeBJAEPY,Banco do Brasil: QUANTIDADE DE CARGOS VAGOS SURPREENDE!,DRY_RUN,2026-06-12T17:00:30.705270+00:00
WwJDeGZeN2Q,Previsão do edital do concurso do Banco do Brasil #concursos,DRY_RUN,2026-06-12T17:00:31.318067+00:00
2ahfozQkVEE,O Concurso do Banco do Brasil está vindo aí! #concursos,DRY_RUN,2026-06-12T17:00:31.903448+00:00
rcEpCjC0hpk,Como Ultrapassar 97% dos Concorrentes no seu CONCURSO (mostrei meus resultados),DRY_RUN,2026-06-12T17:00:32.485366+00:00
IyzWGS-ydTw,Você nunca mais vai gastar nenhum centavo com curso para concurso público😱 - Link no 1° comentário,DRY_RUN,2026-06-12T17:00:33.085164+00:00
_jsxwVmAThw,É nessa etapa que você aprende o que estudou,DRY_RUN,2026-06-12T17:00:33.686224+00:00
qKUKiJyzKSg,BANCO DO BRASIL: Raio-X da Banca CESGRANRIO (Com dicas de estudo),DRY_RUN,2026-06-12T17:00:34.292038+00:00
fYWoalgqoMg,Hoje não teremos um milagre 🥀 #diadosnamorados #concursopublico #direito #concurso,DRY_RUN,2026-06-12T17:00:34.884102+00:00
CMgZ-zLiXMM,Esse é o MELHOR CONCURSO ESCADA do Brasil! (Torne-se um Concurseiro Concursado),DRY_RUN,2026-06-12T17:00:35.477332+00:00
TxeI6F1gc4M,Concurso CORREIOS: Passo a Passo pra ser Aprovado do Zero,DRY_RUN,2026-06-12T17:00:36.067304+00:00
eKEXzmvF8sg,Concurso do Banco do Brasil: Como eu Estudaria Para Ser Aprovado em 2026 (Nível Médio),DRY_RUN,2026-06-12T17:00:36.667415+00:00
